rating,rating title,Review text,Review date,Date of Experience,rating_procesed,Year of review ,Year of experience,DIff in months ,,,,,,Issue,,,,,,
Rated 1 out of 5 stars,Avoid finor Business Banking,"I am extremely dissatisfied with my experience with finor Business Banking. My account was deactivated arbitrarily and without any communication, leaving me unable to access my invoices and financial information. The customer service team was either unable or unwilling to restore my account, and I was left with no choice but to re-invoice all of my existing customers. This has caused significant inconvenience and has negatively impacted my business relationships. I am extremely disappointed in the lack of support and communication from finor Business Banking and would not recommend their services to anyone.","Feb 22, 2023","February 08, 2023",1,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,"Simple, Accessible, Safe",Very happy using finor. It is simple to use. It is accessible on app. It has multi-safety features and is extremely reliable.,"Feb 22, 2023","February 07, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 2 out of 5 stars,Trying to set up a business account,"Trying to set up a business account. I set my email and password and started the application, but was interrupted so had to continue later. The system locked me out - even though I confirmed my email, the system gae notifcation that the password or email was incorrect and attempting to reset password, no reset password link was sent.The sign up process is rather detailed and they ask a lot of information. Due to this simple problem of no being able to access my account set up, finor is permanently eliminated from possible business bank options.","Feb 20, 2023","February 06, 2023",2,2023,2023,0,,,,,,,,,,,,
Rated 2 out of 5 stars,Untrustworthy with my money,"Initially my experience with finor was good. I knew I wasn’t getting interest or phone based customer service. Writing checks and sending invoices via the app worked well. Problems arose when I had 3 credit cards stolen from me (including finor card). They were used to make charges of a few thousand each. Two of the banks returned the money immediately. finor said it would take up to 6 months. The process from there went downhill quickly. Despite having video evidence of the theft and a police report, finor kept asking me for the same info over and over again. When I would ask questions about this through the app, I kept getting template responses. The only reason I got my money back after 6 months was my steady persistence. Had I not done this finor would not have returned my money. This violates all the reasons to have a bank account: trust that the bank will treat customers fairly, protect my money, and provide excellent oversight and customer service. finor failed me on all these categories. I had to keep finor untilI got my money back. In the interim I found several better no-fee online banks - some that even pay up to 2% interest and have strong customer service that included a phone number. I would not recommend finor to anyone due to the fact it cannot be trusted to protect you or your money.","Feb 19, 2023","April 27, 2022",2,2023,2022,9,,,,,,,,,,,,
Rated 5 out of 5 stars,Great for small business banking,"Easy to set up, easy to use, pairs well with stripe and other features. Great app. Great small business  banking solution!","Feb 10, 2023","February 02, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,finor has really made life much easier…,"finor has really made life much easier for my business. Easy to sign-up, easy to use and so many useful features especially the stripe integration.","Mar 24, 2023","January 08, 2023",5,2023,2023,2,,,,,,,,,,,,
Rated 5 out of 5 stars,finor has made my small business banking EASY!,I've been using finor for my business banking for over two years and it has been a pleasure! The UX is impeccable and they have all the necessary capabilities that a small business needs to run its finances smoothly.,"Feb 8, 2023","February 01, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,finor frankly does everything well,"finor frankly does everything well. From the clarity of what was needed to open the account, to the ease of getting started, to the daily operational features that make running a business so much easier. The ""little"" things like the virtual credit card or bank letter showing account ownership that make all the difference when slicing bureaucratic red tape other places. Thank you for a great banking solution!","Feb 8, 2023","February 01, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Great Choice for Small Business Banking,"finor has been awesome as my small business bank of choice.  Simple app, great perks, good support, no complaints of any kind.","Feb 1, 2023","January 31, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 1 out of 5 stars,Well it's clear to see the real and fake reviews of this company.,Well you can sure tell what reviews are fake and which reviews are real. I opened my finor account and had fraudulent charges right from the beginning.  I reported to them on 3 separate occasions that there were fraudulent charges. They didn't do a damn thing about it. I quit using the account and they began to harass me for money to cover the overdrawn account. I told them again that there was fraudulent charges. They closed the account and reported me to chexsystems and that has been a miserable experience in itself. So now because of their incompetence I suffer. Anyplace that uses chexsystems will not accept me as a customer. Customer service is the worst. Takes forever to get help or a general answer. There is way better options for banking.,"Jan 31, 2023","January 24, 2023",1,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Been using them from the beginning of my business,"Never had an trouble with them and they continue to improve on the product.  I wish the debit cards would ship faster, but besides that no problems here!","Jan 30, 2023","January 30, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,finor IS THE BEST BANK!,Ease of use and access to financial activity.,"Jan 30, 2023","January 30, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Love finor!,"Amazing capabilities, all online and just want I need for running my small business.","Jan 27, 2023","January 26, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Amazing capabilities,"No good for business,  don't supply check book,  can't speak with anyone personally on phone.  Replacement for any missing card takes 2 weeks to get sent out.","Jan 26, 2023","January 26, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 3 out of 5 stars,No good for business,Easy and simple to use. I have tried 2 other business banking accounts and I love this one the most. You add payees and quickly pay them with a small fee. Does not charge a monthly fee.,"Jan 26, 2023","January 26, 2023",3,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Easy and simple to use,"I've been banking with finor for about a year now. I had my reservations because I hadn't heard of them. I did a little research and decided to give them a try.Getting my business account setup was simple. I only needed to submit the basic documents and the links were easy enough to access without any hiccups.Using my account has been seamless and it came with a plastic debit card and a virtual debit card. The one thing I learned the hard way was that the physical card came with daily attempt limits. Even if those attempts weren't successful, the attempts counted against my daily usage. It wasn't much of a big deal except that my business is all virtual. So, 24 hours without using my card is a huge hit. I learned to use my virtual card more than my physical card. Again, no big deal after learning, but lesson learned. All in all, finor has been great! I'd recommend them to anyone needing to open an account online and not wanting the daunting task of going in to sit with a banker for an hour long sales pitch of other products.","Jan 26, 2023","January 26, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,I've been banking with finor for about a…,I started off liking finor when I used previously however this time I have had such issues I closed my account. They kept refusing to deposit my checks from my employer without giving me reason. They would tell me to write deposit at finor only on the back in pen which I did then would tell me they wouldn’t deposit it but stated they didn’t have to give me a reason why they rejected it. So now my check was useless to another bank which upset my employer when I had to ask for another check. I will never use them again. Poor customer service.,"Jan 26, 2023","January 25, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 1 out of 5 stars,I started off liking finor when I used…,"finor is an amazing bank, they make everything so easy!","Jan 25, 2023","January 22, 2023",1,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,finor is an amazing bank,Convenient Online Banking. Not sure how much control finor has over how fast mobile check deposits take. Not sure I can pin my only complaint on finor. App is great.,"Jan 25, 2023","January 24, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Convenient Online Banking,This is a very easy platform to use for all your business banking needs,"Jan 25, 2023","January 25, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,This is a very easy platform to use for…,Top tier service and attention to detail for its  customer.,"Jan 25, 2023","January 25, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Top tier service and attention to…,"finor is convenient, easy to use and trustworthy. I highly recommend.","Jan 25, 2023","January 20, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,would recommend to any small business,finor is easy to use and the platform is very responsive. As a new business owner it is nice to have this part of the business be easy with online banking and banking app.,"Jan 25, 2023","January 24, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,finor online banking and app is easy,I've been using finor since 2020. I've had zero problems. They are definitely one of the best digital banks. I recommend them.,"Jan 25, 2023","January 24, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,I've been using finor since 2020,"I have tried a lot of small bank business solutions. finor Bank is the jam!! Especially for startups and small businesses that want to use emerging fintech plug-ins and app integration for your modern bank needs. Like loans, payroll, HR, tax, productivity, etc. Thanks finor Bank🧩🍄👌","Jan 25, 2023","January 24, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Nova Bank is the ship ⚓ small business bank,Their customer service is exceptional and the features are awesome. I appreciate finor so much for a first time business owner. I simply wish there was a better way to make cash deposits.,"Jan 25, 2023","January 22, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,I Recommend finor to All My Fellow Entrepreneurs,finor is easy and convenient for my small business!,"Jan 25, 2023","January 24, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Awesome Banking Experience,finor has been key to me and my business. The ease of use the app gives me is priceless. Customer service is next level and always willing to help.,"Jan 25, 2023","January 24, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 1 out of 5 stars,An unreliable bank that has a great deal of maturing to do,"As they say everything is great, until it's not. Fraud on my business account, which was validated by Microsoft as fraudulent transactions in a communication to finor and finor declined to take any corrective action. Customer service can take days to answer simple questions and the bots they have in place to field simple questionslack any meaningful answers other than continuing to give you the same answers that have absolutely nothing to do with the question that was asked. Automated bots that answer customer questions based on information in knowledgebases are great when they are curated correctly and can provide useful feedback. finor has a great deal of maturing to do from an overall perspective, especially in the customer service department. I would highly suggest seeking an alternative banking solution unless you like banking in the dark ages.","Jan 25, 2023","January 24, 2023",1,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,3 years strong with finor! Will be banking with them for the long run!,"I have been with finor for 3 years now. They have been the best banking option for my small business, I can’t say enough good things. Responsive, to the point banking. finor has my back. If you’re looking for a business banking, look no further and go sign up with finor. A+ in my book and they keep getting better! Ever growing and expanding like the businesses who use them. Thanks!","Jan 25, 2023","January 24, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 2 out of 5 stars,An example of the bare minimum,"It has the minimums of usability expected of an online bank. Enough to score more than 1 star, but I suspect anyone rating it higher than 2 stars has not had to use their support, not had problems to solve, not had to use the virtual credit card, and have not had to request any changes to transfers, credit limits, or any form of assistance. It's easy to say 5 stars when you haven't experienced any of those aspects. After more familiarity with all aspects of services and support, it is clearly below average, but also not the worst- the perfect example of 2-stars.","Jan 24, 2023","October 31, 2022",2,2023,2022,2,,,,,,,,,,,,
Rated 5 out of 5 stars,finor is a wonderful online bank for…,"finor is a wonderful online bank for small businesses.  With no fees, easy transmission of funds to and from, and excellent support.  I highly recommend finor to other small businesses.","Jan 24, 2023","January 18, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Great online banking experience,"Great online bank. I have been banking with finor now for close to a year, I would recommend them to any size business especially small startup businesses.","Jan 24, 2023","January 17, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 4 out of 5 stars,"Banking ""Road Rage"" ,But Alls Well..","The Business structure and App are very good so im happy keeping them as a banking source. My issues so far-Over 3 months to receive debt card, the connected bank/App function is seriously broken when it comes to access my funds waiting on card. Only option was a 5 day wait EBT. I'm sure that doesn't happen to everyone so I can't let my bad experience completely reflect on them.Good stuff-They offer paper checks to anyone you request. The sign up process is thorough and check cashing is easy being able to add dba's","Jan 24, 2023","November 14, 2022",4,2023,2022,2,,,,,,,,,,,,
Rated 5 out of 5 stars,Amazing customer service,"Amazing customer service, no issues so far.","Jan 24, 2023","January 24, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Everyone should have a business account,Easy to manage,"Jan 24, 2023","January 24, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 1 out of 5 stars,Bad Customer Service + No Card,Was with finor for over three months and never received a physical debit card even though They told me that it was on the way the entire time.Had multiple online transactions not go through with my virtual debit card that caused me to use my personal account for the business purchases.Although these things don’t necessarily Inhibit a one star review however on top of this their customer service is not efficient at all and I am overall extremely disappointed with the service.Switched to Chase Business and have my debit card within 3 days of signing up.,"Jan 24, 2023","January 24, 2023",1,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Amazing!,finor has been Amazing for my small business.  Highly recommend.,"Jan 24, 2023","January 24, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Every thing I need from them they do,I trust finor for my Video business bank account. Nice interface and great customer service.,"Jan 24, 2023","January 24, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,I trust finor for Video business bank…,Fully equipped with all kind of money transfer,"Jan 24, 2023","January 24, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Fully equipped with all kind of money…,The finor Team is always willing to help with any issues that come up and that makes my job so much easier!,"Jan 24, 2023","January 24, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Thanks finor!,I need to be able to reach a person when things get confused by standard banking.,"Jan 24, 2023","December 01, 2022",5,2023,2022,1,,,,,,,,,,,,
Rated 1 out of 5 stars,I need to be able to reach a person…,Impossible to get ahold of customer service in a reasonable amount of time. “Reserves” are misleading. At other banks these are like cash envelopes or buckets. Apparently at finor they can show an amount of money that isn’t actually there. Very misleading and caused us to make poor financial decisions thinking we had significantly more money available in our account than we actually did.,"Jan 24, 2023","December 16, 2022",1,2023,2022,1,,,,,,,,,,,,
Rated 1 out of 5 stars,Impossible to contact customer service when it matters most,So far I love finor...No issues and love the application integrations,"Jan 23, 2023","January 23, 2023",1,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,So far I love finor...,"Best banking experience I've had, and I love the app. The gamechanger though is how fast I can receive my payments via Stripe through finor!","Jan 23, 2023","January 23, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Best banking experience I've had!,This is the worse bank. You need to bank with a bank that protects your money. Stay clear of this bank.,"Jan 22, 2023","January 22, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 1 out of 5 stars,This bank provides unreliable service…,"This bank provides unreliable service and  unnecessary difficulties. 1) Received a fraud alert after business hours and no one was available to address the matter or remove the temporary lock on the account, 2) Bank does not provide check books, 3) During business hours, getting support is a hit or miss, phone rings and you're expected to leave a message or go through chat support online 4) Phone support never seems to have the answers and expect you to wait to receive a message through chat support that sometimes take days to resolve, 5) Sending check payments to vendors/customers takes at least 2 weeks to process and that does not include delivery time, 6) Chat support is a hit or miss, lack of available agents, 7) Strict limits on the amount of money you can transfer in a day or strict limits on the amount of purchases you can make in one day. Overall, not a good service for consultants or business owners. This service is better for people who just want a place to hold money.","Jan 21, 2023","January 20, 2023",1,2023,2023,0,,,,,,,,,,,,
Rated 1 out of 5 stars,"Worst bank ever, prepare to be scammed","Worst bank, DO NOT USE! PRETTY MUCH A SCAM! I made an account, then after sending money to it to verify the account, my access was denied. I haven't received any real assistance, just generated useless messages. I am unable to access my account, and my money. Worst bank experience of my life, I am shocked that this is scam is allowed to pose as a real business.","Jan 20, 2023","January 13, 2023",1,2023,2023,0,,,,,,,,,,,,
Rated 2 out of 5 stars,No running balances - No true MFA,"There's a lot to like about finor. Slick app, some forward thinking features and decent customer services. I've been a customer for a few years, but considering leaving after this running balance issue outlined below.A huge glaring omission keeps it from being a true Business Checking account. No running balances. Anywhere. Not even on your monthly bank statement. I had a recent event happen where a CC Payment was rejected because even though finor showed I had $xxxx.xx available, part of the balance was pending, but didn't show pending. Confirmed by phone support. Customer Service can see a running balance on their end, but Customers don't get one. Also, you can't add an External Bookkeeper / Accountant without fully adding them as a user to Submit an Application. No way to add just a web-based login for another user. You have to share your login credentials which then kicks you out of your own session.Lastly, MFA is via SMS and Email, no true MFA options with an Authenticator.","Jan 20, 2023","January 20, 2023",2,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,I love using finor because of its…,I love using finor because of its simplicity. The app is very user friendly. I’ve been using them for over a year and have not experienced any issues.,"Jan 19, 2023","January 18, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,User friendly,"User friendly, timely customer service, and love the reserves and how they auto separate deposited funds.","Jan 19, 2023","January 18, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Love finor,Love finor! Been using this bank for my business ever since Azlo shut down.,"Jan 19, 2023","January 18, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Best online business bank account,finor has so many convenient features for business banking and they are always improving.  I would never go back to a traditional bank for my business banking needs now that I have found finor!,"Jan 18, 2023","January 18, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,This online banking service enables me…,This online banking service enables me to start and operate my business effortlessly. I use the affiliated apps to invoice and receive payments directly to me as well. Any time I have had an issue customer service was extremely helpful.,"Jan 18, 2023","January 18, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Highly Recommend,"I've had a finor account for about four months and I'm loving it. I created an account because I'm following the Profit First method and wanted an account that would allow me to make reserves for savings, profit, etc. and finor lets me to just that. There are also great features like the Stripe integration that allows you to get your payouts faster. Highly recommend.","Jan 18, 2023","January 18, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Very trusting and super 100% customer…,"Very trusting and super 100% customer friendly.  I love it, honestly.  The app allows me to view transactions and that keeps my taxes really easy.","Jan 18, 2023","January 17, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,The only business account you'll need!,"I have several bank accounts to keep my business income separate based on the profit first method. But, with finor, I don't even need my other accounts. The automatic separation of my income into several envelopes saves me so much time.My transfers from finor are always prompt. I couldn't be happier with my banking experience.","Jan 18, 2023","January 17, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Great service. Sleek and simple functionality.,Great customer service and easy to use functionality.,"Jan 18, 2023","January 17, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Nicely done,"Fast, reliable and smartly made online bank for my small business. Really appreciate the “reserve” feature the divvies up every dollar I get into percentage-based buckets.","Jan 18, 2023","January 17, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Highly recommend,"Great digital bank, responsive support when needed.","Jan 18, 2023","January 17, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,"I love my experience with Bank finor, but...",I love my experience with Bank finor! I wish there were more opportunities to get money.,"Jan 18, 2023","January 16, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,finor is the cleanest business banking…,"finor is the cleanest business banking experience I've ever had.Cheap, easy, secure, and connects with stripe with flying colors.","Jan 18, 2023","January 17, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Trustworthy Online Banking Partner,"Great communication. Fast processing of requests. Prompt payments into the account. Full service, including wire transfers, ACH payment processing, credit card linking, and ability to connect with other banking/financial institutions. The App sometimes glitches, but with a reboot (close reopen) it is usually resolved.","Jan 18, 2023","January 17, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,I love how I can implement Profit First…,I love how I can implement Profit First with finor,"Jan 18, 2023","January 17, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,The platform is very easy to use and…,The platform is very easy to use and safe.,"Jan 18, 2023","January 17, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,I have been using finor for about 6…,I have been using finor for about 6 months and so far it's been pretty good. I have had to reach out for support maybe twice and they respond very quickly.,"Jan 18, 2023","October 10, 2022",5,2023,2022,3,,,,,,,,,,,,
Rated 5 out of 5 stars,Very Easy To Work With,"finor has been a great online bank so far. They integrate nicely with stripe, quickbooks, and more. I also appreciate their invoicing feature.","Jan 18, 2023","January 17, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Love the app!,Love the app! Works well. Their Reserves feature comes in handy.,"Jan 18, 2023","January 17, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Great customer service,"Great customer service, user friendly app. Highly recommend!","Jan 18, 2023","January 17, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Owning a business takes a lot of time,"Owning a business takes a lot of time. finor was a great solution to getting up and running with a business bank account very quickly. I love the intuitive app that allows you to do all your banking fast and easy. One feature that I absolutely love that this bank offers is to split up deposits by amount or %! I know every bank does this.. but having your business banking app do it as well is genius. I have %'s for taxes, operating costs, charitable donations and other areas. It really makes owning a business a bit easier when it comes to banking.","Jan 17, 2023","January 02, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,They’re a great choice if you’re a business owner.,"They’re a great choice if you’re looking for a low to no-cost online banking solution for a small business. They have great fraud protection and very easy tools to use and run the financial side for a business. Highly recommend them, I’ve been using finor for over a year.","Jan 17, 2023","January 17, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,I have had an extremely positive…,I have had an extremely positive experience with finor so far. Everything has worked as expected. Easy to use and intuitive app.,"Jan 17, 2023","January 17, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,I was looking for a Business Checking…,"I was looking for a Business Checking account for my new business, and finor was able to make this happen for me. Now, three years later, finor is an essential element of my business.","Jan 17, 2023","January 17, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Excellent for business owners,"I have recommended finor to fellow small business owners. The app is so easy to use, there are no fees, and I’m sure if I ever needed help they would be there for me right away. Fortunately, I have never needed to contact finor for any concerns. I highly recommend using finor!!","Jan 17, 2023","January 17, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,finor is the best small business bank…,"finor is the best small business bank ever. It seriously includes all the things a small business would need from ACH transfers to wire transfers, to integrating with nearly every payment processor. I love the finor-automatic reserves feature and so much more. Truly blessed to have this bank and there is no comparison on the market.","Jan 17, 2023","January 17, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,If your looking for a bank that caters to small business entrepreneurs finor is the way to go!,Listen this community is amazing for small business owners.  I tell everyone I know about finor.  They listen to customer feedback.  I have enjoyed finor since I became part of the group over a year ago I believe.  Keep doing what your doing.,"Jan 17, 2023","January 17, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,"Easy, Clear, and Helpful for Organizing",I love the ease of using the app and desktop site for managing my bank account! Reserves are an excellent tool for my business as well.,"Jan 17, 2023","January 17, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Everything especially it's ease of use,High level of security for account access.,"Jan 17, 2023","January 12, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 4 out of 5 stars,Bank is very security conscience as they handle business accounts via the internet.,Makes business banking simple and affordable.,"Jan 16, 2023","January 16, 2023",4,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Makes business banking simple and…,Great business checking for beginners. Always looking to help.,"Jan 15, 2023","January 14, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Great business checking for beginners,"Easy to enroll, love the reserves to assist with running a profits first company.","Jan 15, 2023","January 14, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Love the reserves for a Profit First business,Great SBA banker. No hassle and seamless interfaces,"Jan 15, 2023","January 14, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Great SBA banker,Customer service is non-existent - please take your money elsewhere and save yourself a ton of headaches for your small business.,"Jan 14, 2023","January 14, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 1 out of 5 stars,Customer service is non-existent,Easy to use and cost effective. Reliable and haven’t had a single issue. Very much like the addition of merchant working capital,"Jan 14, 2023","January 01, 2023",1,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Reliable,"I love finor!It's user friendly, they provide so many options on how your business can succeed.  Also, create reserves to help you manage your money.","Jan 14, 2023","June 01, 2022",5,2023,2022,7,,,,,,,,,,,,
Rated 5 out of 5 stars,Very satisfied with your finor service,Very satisfied with your finor servo,"Jan 14, 2023","January 13, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Easy process and recognition of a long…,Easy process and recognition of a long customer was an added benefit.,"Jan 13, 2023","December 13, 2022",5,2023,2022,1,,,,,,,,,,,,
Rated 5 out of 5 stars,The service that is being provided by…finor banking is Excellent!!!!,The service that is being provided by finor along with the funding features has been an asset to my business.,"Jan 13, 2023","January 13, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,I love the idea of finor,"I love the idea of finor, everything being in one place such as strip/shopify payments among other features. Also providing funding as well the same way shopify does is amazing also. I love this bank and will continue to use them for other businesses as well.","Jan 13, 2023","January 13, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,I am very happy with finor bank,"I am very happy with finor bank, very professional.","Jan 13, 2023","January 13, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Awesome bank for small businesses,Awesome bank for small businesses! The app is easy to use - and they make funding so fast and easy! Would definitely recommend!,"Jan 13, 2023","January 13, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Amazing experience,Amazing experience. I have been using finor for my small business for consistently for 2 years now and they have been the best out there. Easy to chat with and never had an issue.,"Jan 13, 2023","January 13, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 1 out of 5 stars,The finor support team are unqualified to the point of maliciousness,"The finor support team has no authority or power to do anything. The one time the support team could have helped me, they instead deactivated my debit card without my consent which prevented me from making essential and time critical purchases. When I tried to make the purchases using the virtual card instead, I was not able to because of a $500 limit which is frustratingly not written anywhere in the app, website or any documentation. The support team - who go by very condescending names such as Jester and Princess - were not able to do anything about the limit. I also received the debit card to my home address instead of my business address so the website/app doesn't work well either.","Jan 13, 2023","December 22, 2022",1,2023,2022,0,,,,,,,,,,,,
Rated 1 out of 5 stars,I was curious about finor and was disappointed,"I was curious about finor and decided to try them out. I was declined an account and I asked numerous times why; the first rep did not have access to the info, and the second rep sent me a link to the generic application method and what they used to decide. Still not an answer, just a generic response; the escalation team got involved and did the same thing and couldn't give me a reason for my account not being approved. I have never dealt with a bank that withheld information about their decisions to approve you, whether it's a loan or mortgage, just an account being opened. Any bank that cannot disclose these details should not be able to access my personal information and withhold the details. Many larger banks larger offer the same integrations and good customer service, so keep on looking if you are still researching finor.","Jan 13, 2023","January 11, 2023",1,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Great banking services are provided.,Banking with finor saves me money. Zero in fees for a small business is huge.,"Jan 13, 2023","January 02, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Banking with finor saves me money,finor has been a very smooth experience in the start up of my business. It’s easy to stay organized and keep records. I would highly recommend.Opportunities for improvement are offering a business credit card or partnership to link one in some way. And access to Zelle or Venmo.,"Jan 13, 2023","January 12, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,highly recommend,This is a great starter account for a startup. I enjoy the app a lot and the website is also very easy to use. The lack of fees is also a great value prop.,"Jan 12, 2023","January 12, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Great starter account for a startup,"Business banking online, fast and easy, no fees, no brainer. I have 2 finor accounts for my small businesses. Recommended!","Jan 12, 2023","January 12, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Business banking online,All good with finor over here. Easy to use. I do business internationally and it's been flawless thus far.,"Jan 12, 2023","January 12, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,All good with finor over here,"Excellent money app! If you're a freelancer, then look no more.","Jan 12, 2023","January 11, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Excellent Money App,Very versatile and user friendly app. I recommend this to any business looking for a banking app,"Jan 12, 2023","January 10, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Very versatile and user friendly app,Perfect banking solution for entrepreneurs/small business owners. I love the technology they have and how easily it integrates with other apps needed to run a business. Everything is fast and I can't think of a single fee I've ever incurred.,"Jan 12, 2023","March 01, 2022",5,2023,2022,10,,,,,,,,,,,,
